imgName,Vpresent,Vpl,Vpr,Vpc,safeToAcc
000063.jpg,1,1,1,1,0
000064.jpg,1,1,1,1,0
000065.jpg,1,1,1,1,0
000066.jpg,1,1,1,1,0
000067.jpg,1,1,1,1,0
000068.jpg,1,1,1,1,0
000069.jpg,1,1,1,1,0
000070.jpg,1,1,1,1,0
000071.jpg,1,1,1,1,0
000072.jpg,1,1,1,1,0
000073.jpg,1,1,1,1,0
000074.jpg,1,1,1,1,0
000075.jpg,1,1,1,1,0
000076.jpg,1,1,1,1,0
000077.jpg,1,1,1,1,0
000078.jpg,1,1,1,1,0
000079.jpg,1,1,1,1,0
000080.jpg,1,1,1,1,0
000081.jpg,1,1,1,1,0
000082.jpg,1,1,1,1,0
000083.jpg,1,1,1,1,0
000084.jpg,1,1,1,1,0
000085.jpg,1,1,1,1,0
000086.jpg,1,1,1,1,0
000087.jpg,1,1,1,1,0
000088.jpg,1,1,1,1,0
000089.jpg,1,1,1,1,0
000090.jpg,1,1,1,1,0
000091.jpg,1,1,1,1,0
000092.jpg,1,1,1,1,0
000093.jpg,1,1,1,1,0
000094.jpg,1,1,1,1,0
000095.jpg,1,1,1,1,0
000096.jpg,1,1,1,1,0
000097.jpg,1,1,1,1,0
000098.jpg,1,1,1,1,0
000099.jpg,1,1,1,1,0
000100.jpg,1,1,1,1,0
000101.jpg,1,1,1,1,0
000102.jpg,1,1,1,1,0
000103.jpg,1,1,1,1,0
000104.jpg,1,1,1,1,0
000105.jpg,1,1,1,1,0
000106.jpg,1,1,1,1,0
000107.jpg,1,1,1,1,0
000108.jpg,1,1,1,1,0
000109.jpg,1,1,1,1,0
000110.jpg,1,1,1,1,0
000111.jpg,1,1,1,1,0
000112.jpg,1,1,1,1,0
000113.jpg,1,1,1,1,0
000114.jpg,1,1,1,1,0
000115.jpg,1,1,1,1,0
000116.jpg,1,1,1,1,0
000117.jpg,1,1,1,1,0
000118.jpg,1,1,1,1,0
000119.jpg,1,1,1,1,0
000120.jpg,1,1,1,1,0
000121.jpg,1,1,1,1,0
000122.jpg,1,1,1,1,0
000123.jpg,1,1,1,1,0
000124.jpg,1,1,1,1,0
000125.jpg,1,1,1,1,0
000126.jpg,1,1,1,1,0
000127.jpg,1,1,1,1,0
000128.jpg,1,1,1,1,0
000129.jpg,1,1,1,1,0
000130.jpg,1,1,1,1,0
000131.jpg,1,1,1,1,0
000132.jpg,1,1,1,1,0
000133.jpg,1,1,1,1,0
000134.jpg,1,1,1,1,0
000135.jpg,1,1,1,1,0
000136.jpg,1,1,1,1,0
000137.jpg,1,1,1,1,0
000138.jpg,1,1,1,1,0
000139.jpg,1,1,1,1,0
000140.jpg,1,1,1,1,0
000141.jpg,1,1,1,1,0
000142.jpg,1,1,1,1,0
000143.jpg,1,1,1,1,0
000144.jpg,1,1,1,1,0
000145.jpg,1,1,1,1,0
000146.jpg,1,1,1,1,0
000147.jpg,1,1,1,1,0
000148.jpg,1,1,1,1,0
000149.jpg,1,1,1,1,0
000150.jpg,1,1,1,1,0
000151.jpg,1,1,1,1,0
000152.jpg,1,1,1,1,0
000153.jpg,1,1,1,1,0
000154.jpg,1,1,1,1,0
000155.jpg,1,1,1,1,0
000156.jpg,1,1,1,1,0
000157.jpg,1,1,1,1,0
000158.jpg,1,1,1,1,0
000159.jpg,1,1,1,1,0
000160.jpg,1,1,1,1,0
000161.jpg,1,1,1,1,0
000162.jpg,1,1,1,1,0
000163.jpg,1,1,1,1,0
000164.jpg,1,1,1,1,0
000165.jpg,1,1,1,1,0
000166.jpg,1,1,1,1,0
000167.jpg,1,1,1,1,0
000168.jpg,1,1,1,1,0
000169.jpg,1,1,1,1,0
000170.jpg,1,1,1,1,0
000171.jpg,1,1,1,1,0
000172.jpg,1,1,1,1,0
000173.jpg,1,1,1,1,0
000174.jpg,1,1,1,1,0
000175.jpg,1,1,1,1,0
000176.jpg,1,1,1,1,0
000177.jpg,1,1,1,1,0
000178.jpg,1,1,1,1,0
000179.jpg,1,1,1,1,0
000180.jpg,1,1,1,1,0
000181.jpg,1,1,1,1,0
000182.jpg,1,1,1,1,0
000183.jpg,1,1,1,1,0
000184.jpg,1,1,1,1,0
000185.jpg,1,1,1,1,0
000186.jpg,1,1,1,1,0
000187.jpg,1,1,1,1,0
000188.jpg,1,1,1,1,0
000189.jpg,1,1,1,1,0
000190.jpg,1,1,1,1,0
000191.jpg,1,1,1,1,0
000192.jpg,1,1,1,1,0
000193.jpg,1,1,1,1,0
000194.jpg,1,1,1,1,0
000195.jpg,1,1,1,1,0
000196.jpg,1,1,1,1,0
000197.jpg,1,1,1,1,0
000198.jpg,1,1,1,1,0
000199.jpg,1,1,1,1,0
000200.jpg,1,1,1,1,0
000201.jpg,1,1,1,1,0
000202.jpg,1,1,1,1,0
000203.jpg,1,1,1,1,0
000204.jpg,1,1,1,1,0
000205.jpg,1,1,1,1,0
000206.jpg,1,1,1,1,0
000207.jpg,1,1,1,1,0
000208.jpg,1,1,1,1,0
000209.jpg,1,1,1,1,0
000210.jpg,1,1,1,1,0
000211.jpg,1,1,1,1,0
000212.jpg,1,1,1,1,0
000213.jpg,1,1,1,1,0
000214.jpg,1,1,1,1,0
000215.jpg,1,1,1,1,0
000216.jpg,1,1,1,1,0
000217.jpg,1,1,1,1,0
000218.jpg,1,1,1,1,0
000219.jpg,1,1,1,1,0
000220.jpg,1,1,1,1,0
000221.jpg,1,1,1,1,0
000222.jpg,1,1,1,1,0
000223.jpg,1,1,1,1,0
000224.jpg,1,1,1,1,0
000225.jpg,1,1,1,1,0
000226.jpg,1,1,1,1,0
000227.jpg,1,1,1,1,0
000228.jpg,1,1,1,1,0
000229.jpg,1,1,1,1,0
000230.jpg,1,1,1,1,0
000231.jpg,1,1,1,1,0
000232.jpg,1,1,1,1,0
000233.jpg,1,1,1,1,0
000234.jpg,1,1,1,1,0
000235.jpg,1,1,1,1,0
000236.jpg,1,1,1,1,0
000237.jpg,1,1,1,1,0
000238.jpg,1,1,1,1,0
000239.jpg,1,1,1,1,0
000240.jpg,1,1,1,1,0
000241.jpg,1,1,1,1,0
000242.jpg,1,1,1,1,0
000243.jpg,1,1,1,1,0
000244.jpg,1,1,1,1,0
000245.jpg,1,1,1,1,0
000246.jpg,1,1,1,1,0
000247.jpg,1,1,1,1,0
000248.jpg,1,1,1,1,0
000249.jpg,1,1,1,1,0
000250.jpg,1,1,1,1,0
000251.jpg,1,1,1,1,0
000252.jpg,1,1,1,1,0
000253.jpg,1,1,1,1,0
000254.jpg,1,1,1,1,0
000255.jpg,1,1,1,1,0
000256.jpg,1,1,1,1,0
000257.jpg,1,1,1,1,0
000258.jpg,1,1,1,1,0
000259.jpg,1,1,1,1,0
000260.jpg,0,1,0,1,0
000261.jpg,0,1,0,1,0
000262.jpg,0,1,0,1,0
000263.jpg,0,1,0,1,0
000264.jpg,0,1,0,1,0
000265.jpg,0,1,0,1,0
000266.jpg,0,1,0,1,0
000267.jpg,0,1,0,1,0
000268.jpg,0,1,0,1,0
000269.jpg,0,1,0,1,0
000270.jpg,0,1,0,1,0
000271.jpg,0,1,0,1,0
000272.jpg,0,1,0,1,0
000273.jpg,0,1,0,1,0
000274.jpg,0,1,0,1,0
000275.jpg,0,1,0,1,0
000276.jpg,0,1,0,1,0
000277.jpg,0,1,0,1,0
000278.jpg,0,1,0,1,0
000279.jpg,0,1,0,1,0
000280.jpg,0,1,0,1,0
000281.jpg,0,1,0,1,0
000282.jpg,0,1,0,1,0
000283.jpg,0,1,0,1,0
000284.jpg,0,1,0,1,0
000285.jpg,0,1,0,1,0
000286.jpg,0,1,0,1,0
000287.jpg,0,1,0,1,0
000288.jpg,0,1,0,1,0
000289.jpg,0,1,0,1,0
000290.jpg,0,1,0,1,0
000291.jpg,0,1,0,1,0
000292.jpg,0,1,0,1,0
000293.jpg,0,1,0,1,0
000294.jpg,0,1,0,1,0
000295.jpg,0,1,0,1,0
000296.jpg,0,1,0,1,0
000297.jpg,0,1,0,1,0
000298.jpg,0,1,0,1,0
000299.jpg,0,1,0,1,0
000300.jpg,0,1,0,1,0
000301.jpg,0,1,0,1,0
000302.jpg,0,1,0,1,0
000303.jpg,0,1,0,1,0
000304.jpg,0,1,0,1,0
000305.jpg,0,1,0,1,0
000306.jpg,0,1,0,1,0
000307.jpg,0,1,0,1,0
000308.jpg,0,1,0,1,0
000309.jpg,0,1,0,1,0
000310.jpg,0,1,0,1,0
000311.jpg,0,1,0,1,0
000312.jpg,0,1,0,1,0
000313.jpg,0,1,0,1,0
000314.jpg,0,1,0,1,0
000315.jpg,0,1,0,1,0
000316.jpg,0,1,0,1,0
000317.jpg,0,1,0,1,0
000318.jpg,0,0,0,0,0
000319.jpg,0,0,0,0,0
000320.jpg,0,0,0,0,0
000321.jpg,0,0,0,0,0
000322.jpg,0,0,0,0,0
000323.jpg,0,0,0,0,0
000324.jpg,0,0,0,0,0
000325.jpg,0,0,0,0,0
000326.jpg,0,0,0,0,0
000327.jpg,0,0,0,0,0
000328.jpg,0,0,0,0,0
000329.jpg,0,0,0,0,0
000330.jpg,0,0,0,0,0
000331.jpg,0,0,0,0,0
000332.jpg,0,0,0,0,0
000333.jpg,0,0,0,0,0
000334.jpg,0,0,0,0,0
000335.jpg,0,0,0,0,0
000336.jpg,0,0,0,0,0
000337.jpg,0,0,0,0,0
000338.jpg,0,0,0,0,0
000339.jpg,0,0,0,0,0
000340.jpg,0,0,0,0,0
000341.jpg,0,0,0,0,0
000342.jpg,0,0,0,0,0
000343.jpg,0,0,0,0,0
000344.jpg,0,0,0,0,0
000345.jpg,0,0,0,0,0
000346.jpg,0,0,0,0,0
000347.jpg,0,0,0,0,0
000348.jpg,0,0,0,0,0
000349.jpg,0,0,0,0,0
000350.jpg,0,0,0,0,0
000351.jpg,0,0,0,0,0
000352.jpg,0,0,0,0,0
000353.jpg,0,0,0,0,0
000354.jpg,0,0,0,0,0
000355.jpg,0,0,0,0,0
000356.jpg,0,0,0,0,0
000357.jpg,0,0,0,0,0
000358.jpg,0,0,0,0,0
000359.jpg,0,0,0,0,0
000360.jpg,0,0,0,0,0
000361.jpg,0,0,0,0,0
000362.jpg,0,0,0,0,0
000363.jpg,0,0,0,0,0
000364.jpg,0,0,0,0,0
000365.jpg,0,0,0,0,0
000366.jpg,0,0,0,0,0
000367.jpg,0,0,0,0,0
000368.jpg,0,0,0,0,0
000369.jpg,0,0,0,0,0
000370.jpg,0,0,0,0,0
000371.jpg,0,0,0,0,0
000372.jpg,0,0,0,0,0
000373.jpg,0,0,0,0,0
000374.jpg,0,0,0,0,0
000375.jpg,0,0,0,0,0
000376.jpg,0,0,0,0,0
000377.jpg,0,0,0,0,0
000378.jpg,0,0,0,0,0
000379.jpg,0,0,0,0,0
000380.jpg,0,0,0,0,0
000381.jpg,0,0,0,0,0
000382.jpg,0,0,0,0,0
000383.jpg,0,0,0,0,0
000384.jpg,0,0,0,0,0
000385.jpg,0,0,0,0,0
000386.jpg,0,0,0,0,0
000387.jpg,0,0,0,0,0
000388.jpg,0,0,0,0,0
000389.jpg,0,0,0,0,0
000390.jpg,0,0,0,0,0
000391.jpg,0,0,0,0,0
000392.jpg,0,0,0,0,0
000393.jpg,0,0,0,0,0
000394.jpg,0,0,0,0,0
000395.jpg,0,0,0,0,0
000396.jpg,0,0,0,0,0
000397.jpg,0,0,0,0,0
000398.jpg,0,0,0,0,0
000399.jpg,0,0,0,0,0
000400.jpg,0,0,0,0,0
000401.jpg,0,0,0,0,0
000402.jpg,0,0,0,0,0
000403.jpg,0,0,0,0,0
000404.jpg,0,0,0,0,0
000405.jpg,0,0,0,0,0
000406.jpg,0,0,0,0,0
000407.jpg,0,0,0,0,0
000408.jpg,0,0,0,0,0
000409.jpg,0,0,0,0,0
000410.jpg,0,0,0,0,0
000411.jpg,0,0,0,0,0
000412.jpg,0,0,0,0,0
000413.jpg,0,0,0,0,0
000414.jpg,0,0,0,0,0
000415.jpg,0,0,0,0,0
000416.jpg,0,0,0,0,0
000417.jpg,0,0,0,0,0
000418.jpg,0,0,0,0,0
000419.jpg,0,0,0,0,0
000420.jpg,0,0,0,0,0
000421.jpg,0,0,0,0,0
000422.jpg,0,0,0,0,0
000423.jpg,0,0,0,0,0
000424.jpg,0,0,0,0,0
000425.jpg,0,0,0,0,0
000426.jpg,0,0,0,0,0
000427.jpg,0,0,0,0,0
000428.jpg,0,0,0,0,0
000429.jpg,0,0,0,0,0
000430.jpg,0,0,0,0,0
000431.jpg,0,0,0,0,0
000432.jpg,0,0,0,0,0
000433.jpg,0,0,0,0,0
000434.jpg,0,0,0,0,0
000435.jpg,0,0,0,0,0
000436.jpg,0,0,0,0,0
000437.jpg,0,0,0,0,0
000438.jpg,0,0,0,0,0
000439.jpg,0,0,0,0,0
000440.jpg,0,0,0,0,0
000441.jpg,0,0,0,0,0
000442.jpg,0,0,0,0,0
000443.jpg,0,0,0,0,0
000444.jpg,0,0,0,0,0
000445.jpg,0,0,0,0,0
000446.jpg,0,0,0,0,0
000447.jpg,0,0,0,0,0
000448.jpg,0,0,0,0,0
000449.jpg,0,0,0,0,0
000450.jpg,0,0,0,0,0.5
000451.jpg,0,0,0,0,0.5
000452.jpg,0,0,0,0,0.5
000453.jpg,0,0,0,0,0.5
000454.jpg,0,0,0,0,0.5
000455.jpg,0,0,0,0,0.5
000456.jpg,0,0,0,0,0.5
000457.jpg,0,0,0,0,0.5
000458.jpg,0,0,0,0,0.5
000459.jpg,0,0,0,0,0.5
000460.jpg,0,0,0,0,0.5
000461.jpg,0,0,0,0,0.5
000462.jpg,0,0,0,0,0.5
000463.jpg,0,0,0,0,0.5
000464.jpg,0,0,0,0,0.5
000465.jpg,0,0,0,0,0.5
000466.jpg,0,0,0,0,0.5
000467.jpg,0,0,0,0,0.5
000468.jpg,0,0,0,0,0.5
000469.jpg,0,0,0,0,0.5
000470.jpg,0,0,0,0,0.5
000471.jpg,0,0,0,0,0.5
000472.jpg,0,0,0,0,0.5
000473.jpg,0,0,0,0,0.5
000474.jpg,0,0,0,0,0.5
000475.jpg,0,0,0,0,0.5
000476.jpg,0,0,0,0,0.5
000477.jpg,0,0,0,0,0.5
000478.jpg,0,0,0,0,0.5
000479.jpg,0,0,0,0,0.5
000480.jpg,0,0,0,0,0.5
000481.jpg,0,0,0,0,0.5
000482.jpg,0,0,0,0,0.5
000483.jpg,0,0,0,0,0.5
000484.jpg,0,0,0,0,0.5
000485.jpg,0,0,0,0,0.5
000486.jpg,0,0,0,0,0.5
000487.jpg,0,0,0,0,0.5
000488.jpg,0,0,0,0,0.5
000489.jpg,0,0,0,0,0.5
000490.jpg,0,0,0,0,0.5
000491.jpg,0,0,0,0,0.5
000492.jpg,0,0,0,0,0.5
000493.jpg,0,0,0,0,0.5
000494.jpg,0,0,0,0,0.5
000495.jpg,0,0,0,0,0.5
000496.jpg,0,0,0,0,0.5
000497.jpg,0,0,0,0,0.5
000498.jpg,0,0,0,0,0.5
000499.jpg,0,0,0,0,0.5
000500.jpg,0,0,0,0,0.5
000501.jpg,0,0,0,0,0.5
000502.jpg,0,0,0,0,0.5
000503.jpg,0,0,0,0,0.5
000504.jpg,0,0,0,0,0.5
000505.jpg,0,0,0,0,0.5
000506.jpg,0,0,0,0,0.5
000507.jpg,0,0,0,0,0.5
000508.jpg,0,0,0,0,0.5
000509.jpg,0,0,0,0,0.5
000510.jpg,0,0,0,0,0.5
000511.jpg,0,0,0,0,0.5
000512.jpg,0,0,0,0,0.5
000513.jpg,0,0,0,0,0.5
000514.jpg,0,0,0,0,0.5
000515.jpg,0,0,0,0,0.5
000516.jpg,0,0,0,0,0.5
000517.jpg,0,0,0,0,0.5
000518.jpg,0,0,0,0,0.5
000519.jpg,0,0,0,0,0.5
000520.jpg,0,0,0,0,0.5
000521.jpg,0,0,0,0,0.5
000522.jpg,0,0,0,0,0.5
000523.jpg,0,0,0,0,0.5
000524.jpg,0,0,0,0,0.5
000525.jpg,0,0,0,0,0.5
000526.jpg,0,0,0,0,0.5
000527.jpg,0,0,0,0,0.5
000528.jpg,0,0,0,0,0.5
000529.jpg,0,0,0,0,0.5
000530.jpg,0,0,0,0,0.5
000531.jpg,0,0,0,0,0.5
000532.jpg,0,0,0,0,0.5
000533.jpg,0,0,0,0,0.5
000534.jpg,0,0,0,0,0.5
000535.jpg,0,0,0,0,0.5
000536.jpg,0,0,0,0,0.5
000537.jpg,0,0,0,0,0.5
000538.jpg,0,0,0,0,0.5
000539.jpg,0,0,0,0,0.5
000540.jpg,0,0,0,0,0.5
000541.jpg,0,0,0,0,0.5
000542.jpg,0,0,0,0,0.5
000543.jpg,0,0,0,0,0.5
000544.jpg,0,0,0,0,0.5
000545.jpg,0,0,0,0,0.5
000546.jpg,0,0,0,0,0.5
000547.jpg,0,0,0,0,0.5
000548.jpg,0,0,0,0,0.5
000549.jpg,0,0,0,0,0.5
000550.jpg,0,0,0,0,0.5
000551.jpg,0,0,0,0,0.5
000552.jpg,0,0,0,0,0.5
000553.jpg,0,0,0,0,0.5
000554.jpg,0,0,0,0,0.5
000555.jpg,0,0,0,0,0.5
000556.jpg,0,0,0,0,0.5
000557.jpg,0,0,0,0,0.5
000558.jpg,0,0,0,0,0.5
000559.jpg,0,0,0,0,0.5
000560.jpg,0,0,0,0,0.5
000561.jpg,0,0,0,0,0.5
000562.jpg,0,0,0,0,0.5
000563.jpg,0,0,0,0,0.5
000564.jpg,0,0,0,0,0.5
000565.jpg,0,0,0,0,0.5
000566.jpg,0,0,0,0,0.5
000567.jpg,0,0,0,0,0.5
000568.jpg,0,0,0,0,0.5
000569.jpg,0,0,0,0,0.5
000570.jpg,0,0,0,0,0.5
000571.jpg,0,0,0,0,0.5
000572.jpg,0,0,0,0,0.5
000573.jpg,0,0,0,0,0.5
000574.jpg,0,0,0,0,0.5
000575.jpg,0,0,0,0,0.5
000576.jpg,0,0,0,0,0.5
000577.jpg,0,0,0,0,0.5
000578.jpg,0,0,0,0,0.5
000579.jpg,0,0,0,0,0.5
000580.jpg,0,0,0,0,0.5
000581.jpg,0,0,0,0,0.5
000582.jpg,0,0,0,0,0.5
000583.jpg,0,0,0,0,0.5
000584.jpg,0,0,0,0,0.5
000585.jpg,0,0,0,0,0.5
000586.jpg,0,0,0,0,0.5
000587.jpg,0,0,0,0,0.5
000588.jpg,0,0,0,0,0.5
000589.jpg,0,0,0,0,0.5
000590.jpg,0,0,0,0,0.5
000591.jpg,0,0,0,0,0.5
000592.jpg,0,0,0,0,0.5
000593.jpg,0,0,0,0,0.5
000594.jpg,0,0,0,0,0.5
000595.jpg,0,0,0,0,0.5
000596.jpg,0,0,0,0,0.5
000597.jpg,0,0,0,0,0.5
000598.jpg,0,0,0,0,0.5
000599.jpg,0,0,0,0,0.5
000600.jpg,0,0,0,0,0.5
000601.jpg,0,0,0,0,0.5
000602.jpg,0,0,0,0,0.5
000603.jpg,0,0,0,0,0.5
000604.jpg,0,0,0,0,0.5
000605.jpg,0,0,0,0,0.5
000606.jpg,0,0,0,0,0.5
000607.jpg,0,0,0,0,0.5
000608.jpg,0,0,0,0,0.5
000609.jpg,0,0,0,0,0.5
000610.jpg,0,0,0,0,0.5
000611.jpg,0,0,0,0,0.5
000612.jpg,0,0,0,0,0.5
000613.jpg,0,0,0,0,0.5
000614.jpg,0,0,0,0,0.5
000615.jpg,0,0,0,0,0.5
000616.jpg,0,0,0,0,0.5
000617.jpg,0,0,0,0,0.5
000618.jpg,0,0,0,0,0.5
000619.jpg,0,0,0,0,0.5
000620.jpg,0,0,0,0,0.5
000621.jpg,0,0,0,0,0.5
000622.jpg,0,0,0,0,0.5
000623.jpg,0,0,0,0,0.5
000624.jpg,0,0,0,0,0.5
000625.jpg,0,0,0,0,0.5
000626.jpg,0,0,0,0,0.5
000627.jpg,0,0,0,0,0.5
000628.jpg,0,0,0,0,0.5
000629.jpg,0,0,0,0,0.5
000630.jpg,0,0,0,0,0.5
000631.jpg,0,0,0,0,0.5
000632.jpg,0,0,0,0,0.5
000633.jpg,0,0,0,0,0.5
000634.jpg,0,0,0,0,0.5
000635.jpg,0,0,0,0,0.5
000636.jpg,0,0,0,0,0.5
000637.jpg,0,0,0,0,0.5
000638.jpg,0,0,0,0,0.5
000639.jpg,0,0,0,0,0.5
000640.jpg,0,0,0,0,0.5
000641.jpg,0,0,0,0,0.5
000642.jpg,0,0,0,0,0.5
000643.jpg,0,0,0,0,0.5
000644.jpg,0,0,0,0,0.5
000645.jpg,0,0,0,0,0.5
000646.jpg,0,0,0,0,0.5
000647.jpg,0,0,0,0,0.5
000648.jpg,0,0,0,0,0.5
000649.jpg,0,0,0,0,0.5
000650.jpg,0,0,0,0,0.5
000651.jpg,0,0,0,0,0.5
000652.jpg,0,0,0,0,0.5
000653.jpg,0,0,0,0,0.5
000654.jpg,0,0,0,0,0.5
000655.jpg,0,0,0,0,1
000656.jpg,0,0,0,0,1
000657.jpg,0,0,0,0,1
000658.jpg,0,0,0,0,1
000659.jpg,0,0,0,0,1
000660.jpg,0,0,0,0,1
000661.jpg,0,0,0,0,1
000662.jpg,0,0,0,0,1
000663.jpg,0,0,0,0,1
000664.jpg,0,0,0,0,1
000665.jpg,0,0,0,0,1
000666.jpg,0,0,0,0,1
000667.jpg,0,0,0,0,1
000668.jpg,0,0,0,0,1
000669.jpg,0,0,0,0,1
000670.jpg,0,0,0,0,1
000671.jpg,0,0,0,0,1
000672.jpg,0,0,0,0,1
000673.jpg,0,0,0,0,1
000674.jpg,0,0,0,0,1
000675.jpg,0,0,0,0,1
000676.jpg,0,0,0,0,1
000677.jpg,0,0,0,0,1
000678.jpg,0,0,0,0,1
000679.jpg,0,0,0,0,1
000680.jpg,0,0,0,0,1
000681.jpg,0,0,0,0,1
000682.jpg,0,0,0,0,1
000683.jpg,0,0,0,0,1
000684.jpg,0,0,0,0,1
000685.jpg,0,0,0,0,1
000686.jpg,0,0,0,0,1
000687.jpg,0,0,0,0,1
000688.jpg,0,0,0,0,1
000689.jpg,0,0,0,0,1
000690.jpg,0,0,0,0,1
000691.jpg,0,0,0,0,1
000692.jpg,0,0,0,0,1
000693.jpg,0,0,0,0,1
000694.jpg,0,0,0,0,1
000695.jpg,0,0,0,0,1
000696.jpg,0,0,0,0,1
000697.jpg,0,0,0,0,1
000698.jpg,0,0,0,0,1
000699.jpg,0,0,0,0,1
000700.jpg,0,0,0,0,1
000701.jpg,0,0,0,0,1
000702.jpg,0,0,0,0,1
000703.jpg,0,0,0,0,1
000704.jpg,0,0,0,0,1
000705.jpg,0,0,0,0,1
000706.jpg,0,0,0,0,1
000707.jpg,0,0,0,0,1
000708.jpg,0,0,0,0,1
000709.jpg,0,0,0,0,1
000710.jpg,0,0,0,0,1
000711.jpg,0,0,0,0,1
000712.jpg,0,0,0,0,1
000713.jpg,0,0,0,0,1
000714.jpg,0,0,0,0,1
000715.jpg,0,0,0,0,1
000716.jpg,0,0,0,0,1
000717.jpg,0,0,0,0,1
000718.jpg,0,0,0,0,1
000719.jpg,0,0,0,0,1
000720.jpg,0,0,0,0,1
000721.jpg,0,0,0,0,1
000722.jpg,0,0,0,0,1
000723.jpg,0,0,0,0,1
000724.jpg,0,0,0,0,1
000725.jpg,0,0,0,0,1
000726.jpg,0,0,0,0,1
000727.jpg,0,0,0,0,1
000728.jpg,0,0,0,0,1
000729.jpg,0,0,0,0,1
000730.jpg,0,0,0,0,1
000731.jpg,0,0,0,0,1
000732.jpg,0,0,0,0,1
000733.jpg,0,0,0,0,1
000734.jpg,0,0,0,0,1
000735.jpg,0,0,0,0,1
000736.jpg,0,0,0,0,1
000737.jpg,0,0,0,0,1
000738.jpg,0,0,0,0,1
000739.jpg,0,0,0,0,1
000740.jpg,0,0,0,0,1
000741.jpg,0,0,0,0,1
000742.jpg,0,0,0,0,1
000743.jpg,0,0,0,0,1
000744.jpg,0,0,0,0,1
000745.jpg,0,0,0,0,1
000746.jpg,0,0,0,0,1
000747.jpg,0,0,0,0,1
000748.jpg,0,0,0,0,1
000749.jpg,0,0,0,0,1
000750.jpg,0,0,0,0,1
000751.jpg,0,0,0,0,1
000752.jpg,0,0,0,0,1
000753.jpg,0,0,0,0,1
000754.jpg,0,0,0,0,1
000755.jpg,0,0,0,0,1
000756.jpg,0,0,0,0,1
000757.jpg,0,0,0,0,1
000758.jpg,0,0,0,0,1
000759.jpg,0,0,0,0,0
000760.jpg,0,0,0,0,0
000761.jpg,0,0,0,0,0
000762.jpg,0,0,0,0,0
000763.jpg,0,0,0,0,0
000764.jpg,0,0,0,0,0
000765.jpg,0,0,0,0,0
000766.jpg,0,0,0,0,0
000767.jpg,0,0,0,0,0
000768.jpg,0,0,0,0,0
000769.jpg,0,0,0,0,0
000770.jpg,0,0,0,0,0
000771.jpg,0,0,0,0,0
000772.jpg,0,0,0,0,0
000773.jpg,0,0,0,0,0
000774.jpg,0,0,0,0,0
000775.jpg,0,0,0,0,0
000776.jpg,0,0,0,0,0
000777.jpg,0,0,0,0,0
000778.jpg,0,0,0,0,0
000779.jpg,0,0,0,0,0
000780.jpg,0,0,0,0,0
000781.jpg,0,0,0,0,0
000782.jpg,0,0,0,0,0
000783.jpg,0,0,0,0,0
000784.jpg,0,0,0,0,0
000785.jpg,0,0,0,0,0
000786.jpg,0,0,0,0,0
000787.jpg,0,0,0,0,0
000788.jpg,0,0,0,0,0
000789.jpg,0,0,0,0,0
000790.jpg,0,0,0,0,0
000791.jpg,0,0,0,0,0
000792.jpg,0,0,0,0,0
000793.jpg,0,0,0,0,0
000794.jpg,0,0,0,0,0
000795.jpg,0,0,0,0,0
